Subject,Age,Gender
1203433_20252_2_0,65.0,F
1197751_20252_2_0,60.0,F
1223871_20252_2_0,70.0,F
1081783_20252_2_0,53.0,F
1014521_20252_2_0,70.0,M
1077153_20252_2_0,69.0,M
1019183_20252_2_0,52.0,M
1040620_20252_2_0,66.0,F
1035400_20252_2_0,51.0,F
1075489_20252_2_0,51.0,F
1098041_20252_2_0,57.0,M
1132232_20252_2_0,49.0,M
1120569_20252_2_0,59.0,M
1091091_20252_2_0,68.0,M
1040784_20252_2_0,58.0,F
1204926_20252_2_0,53.0,F
1023140_20252_2_0,74.0,F
1114154_20252_2_0,63.0,M
1199509_20252_2_0,57.0,F
1080081_20252_2_0,58.0,M
1171286_20252_2_0,57.0,M
1135515_20252_2_0,51.0,M
1126385_20252_2_0,69.0,M
1070349_20252_2_0,55.0,M
1101680_20252_2_0,66.0,F
1039026_20252_2_0,54.0,M
1175790_20252_2_0,65.0,F
1059205_20252_2_0,62.0,M
1162363_20252_2_0,79.0,M
1105117_20252_2_0,68.0,F
1139317_20252_2_0,52.0,F
1082580_20252_2_0,59.0,M
1145877_20252_2_0,48.0,M
1100228_20252_2_0,70.0,M
1001043_20252_2_0,56.0,F
1179270_20252_2_0,53.0,F
1001640_20252_2_0,53.0,F
1178998_20252_2_0,73.0,M
1181360_20252_2_0,57.0,F
1152132_20252_2_0,54.0,F
1043990_20252_2_0,53.0,F
1031036_20252_2_0,52.0,F
1139589_20252_2_0,61.0,M
1085802_20252_2_0,69.0,F
1050346_20252_2_0,69.0,F
1136565_20252_2_0,69.0,F
1111232_20252_2_0,70.0,M
1187665_20252_2_0,70.0,F
1018508_20252_2_0,62.0,M
1062530_20252_2_0,65.0,F
1174236_20252_2_0,64.0,F
1143680_20252_2_0,65.0,M
1223712_20252_2_0,53.0,F
1092446_20252_2_0,66.0,M
1023745_20252_2_0,67.0,M
1143609_20252_2_0,55.0,M
1134035_20252_2_0,69.0,F
1131587_20252_2_0,57.0,M
1013928_20252_2_0,68.0,F
1096358_20252_2_0,55.0,M
1221348_20252_2_0,70.0,F
1205892_20252_2_0,66.0,M
1031966_20252_2_0,64.0,F
1203537_20252_2_0,52.0,F
1088221_20252_2_0,59.0,F
1161854_20252_2_0,53.0,F
1186752_20252_2_0,61.0,F
1141957_20252_2_0,61.0,F
1179393_20252_2_0,67.0,M
1023105_20252_2_0,66.0,F
1098555_20252_2_0,69.0,F
1014959_20252_2_0,67.0,F
1210323_20252_2_0,69.0,M
1087600_20252_2_0,70.0,F
1087726_20252_2_0,68.0,M
1105053_20252_2_0,72.0,F
1082455_20252_2_0,59.0,F
1151260_20252_2_0,62.0,F
1205616_20252_2_0,65.0,F
1115649_20252_2_0,53.0,M
1047400_20252_2_0,61.0,F
1106575_20252_2_0,56.0,F
1126893_20252_2_0,62.0,M
1200287_20252_2_0,48.0,F
1118460_20252_2_0,61.0,F
1181618_20252_2_0,54.0,F
1190637_20252_2_0,62.0,F
1164191_20252_2_0,71.0,F
1139208_20252_2_0,53.0,F
1089949_20252_2_0,58.0,F
1097159_20252_2_0,63.0,F
1058421_20252_2_0,75.0,F
1086659_20252_2_0,77.0,M
1076461_20252_2_0,50.0,F
1104023_20252_2_0,49.0,M
1072445_20252_2_0,68.0,M
1090512_20252_2_0,50.0,M
1024152_20252_2_0,63.0,F
1044611_20252_2_0,61.0,F
1143439_20252_2_0,67.0,F
1058719_20252_2_0,69.0,F
1221142_20252_2_0,69.0,M
1091368_20252_2_0,63.0,F
1223621_20252_2_0,66.0,F
1008471_20252_2_0,54.0,F
1134496_20252_2_0,59.0,F
1136001_20252_2_0,67.0,M
1135634_20252_2_0,64.0,F
1003924_20252_2_0,48.0,M
1193110_20252_2_0,67.0,F
1105913_20252_2_0,58.0,M
1141769_20252_2_0,60.0,F
1110828_20252_2_0,71.0,F
1061501_20252_2_0,58.0,M
1005921_20252_2_0,52.0,M
1161992_20252_2_0,56.0,F
1104833_20252_2_0,70.0,M
1111055_20252_2_0,58.0,F
1215325_20252_2_0,71.0,M
1044069_20252_2_0,55.0,F
1165190_20252_2_0,73.0,F
1183169_20252_2_0,59.0,F
1220206_20252_2_0,48.0,F
1051730_20252_2_0,56.0,M
1101405_20252_2_0,67.0,F
1090248_20252_2_0,64.0,F
1041662_20252_2_0,65.0,F
1149293_20252_2_0,75.0,M
1166536_20252_2_0,60.0,M
1058918_20252_2_0,71.0,M
1036428_20252_2_0,60.0,F
1138151_20252_2_0,67.0,F
1105401_20252_2_0,61.0,F
1158332_20252_2_0,56.0,M
1189695_20252_2_0,61.0,M
1187544_20252_2_0,63.0,M
1137545_20252_2_0,66.0,M
1123851_20252_2_0,56.0,F
1212356_20252_2_0,52.0,M
1107973_20252_2_0,58.0,F
1150890_20252_2_0,54.0,M
1082489_20252_2_0,74.0,F
1025696_20252_2_0,59.0,F
1199138_20252_2_0,62.0,F
1042091_20252_2_0,54.0,F
1210562_20252_2_0,50.0,F
1207852_20252_2_0,78.0,F
1100564_20252_2_0,49.0,M
1019417_20252_2_0,65.0,M
1120729_20252_2_0,54.0,F
1146657_20252_2_0,70.0,F
1025100_20252_2_0,71.0,M
1038706_20252_2_0,70.0,F
1090822_20252_2_0,69.0,F
1105460_20252_2_0,51.0,F
1000641_20252_2_0,64.0,F
1082029_20252_2_0,67.0,F
1141127_20252_2_0,68.0,M
1192464_20252_2_0,70.0,M
1125392_20252_2_0,77.0,M
1194642_20252_2_0,57.0,F
1099382_20252_2_0,66.0,M
1064402_20252_2_0,69.0,M
1073876_20252_2_0,69.0,F
1186992_20252_2_0,79.0,M
1157845_20252_2_0,66.0,M
1129057_20252_2_0,66.0,F
1038313_20252_2_0,67.0,F
1048979_20252_2_0,71.0,F
1207595_20252_2_0,65.0,F
1002540_20252_2_0,70.0,M
1129469_20252_2_0,62.0,M
1001692_20252_2_0,77.0,F
1193409_20252_2_0,68.0,F
1012185_20252_2_0,61.0,M
1165928_20252_2_0,65.0,F
1138947_20252_2_0,60.0,M
1038723_20252_2_0,72.0,M
1193795_20252_2_0,66.0,F
1112167_20252_2_0,68.0,M
1153267_20252_2_0,51.0,F
1135314_20252_2_0,67.0,F
1156695_20252_2_0,64.0,F
1064028_20252_2_0,58.0,M
1058588_20252_2_0,72.0,F
1102723_20252_2_0,51.0,F
1173829_20252_2_0,66.0,M
1030289_20252_2_0,69.0,F
1202972_20252_2_0,62.0,M
1044667_20252_2_0,72.0,M
1019536_20252_2_0,62.0,F
1149658_20252_2_0,69.0,M
1153394_20252_2_0,55.0,M
1158928_20252_2_0,49.0,F
1020351_20252_2_0,65.0,M
1179183_20252_2_0,73.0,F
1042904_20252_2_0,62.0,F
1153306_20252_2_0,51.0,F
1164721_20252_2_0,68.0,M
1082138_20252_2_0,62.0,M
1157660_20252_2_0,75.0,M
1139816_20252_2_0,67.0,M
1142144_20252_2_0,62.0,F
1125915_20252_2_0,72.0,M
1023306_20252_2_0,68.0,M
1163459_20252_2_0,62.0,F
1104919_20252_2_0,53.0,F
1133251_20252_2_0,67.0,M
1062675_20252_2_0,63.0,M
1076181_20252_2_0,70.0,F
1052570_20252_2_0,65.0,M
1032898_20252_2_0,58.0,M
1084425_20252_2_0,60.0,M
1156438_20252_2_0,59.0,M
1139158_20252_2_0,60.0,F
1222133_20252_2_0,57.0,F
1164424_20252_2_0,76.0,F
1067324_20252_2_0,63.0,F
1094814_20252_2_0,50.0,M
1113854_20252_2_0,66.0,F
1111943_20252_2_0,69.0,M
1189191_20252_2_0,67.0,M
1065331_20252_2_0,75.0,F
1142117_20252_2_0,68.0,F
1098476_20252_2_0,67.0,F
1105191_20252_2_0,76.0,M
1062011_20252_2_0,65.0,M
1107357_20252_2_0,71.0,M
1121805_20252_2_0,74.0,F
1008617_20252_2_0,66.0,F
1131422_20252_2_0,59.0,F
1004011_20252_2_0,64.0,F
1173552_20252_2_0,72.0,F
1208005_20252_2_0,51.0,F
1191389_20252_2_0,62.0,F
1211433_20252_2_0,71.0,F
1048165_20252_2_0,71.0,F
1154152_20252_2_0,51.0,M
1192377_20252_2_0,65.0,M
1093557_20252_2_0,52.0,F
1123695_20252_2_0,64.0,M
1191765_20252_2_0,72.0,F
1137282_20252_2_0,62.0,F
1084169_20252_2_0,60.0,F
1196540_20252_2_0,68.0,M
1168682_20252_2_0,74.0,M
1221524_20252_2_0,77.0,M
1088978_20252_2_0,66.0,F
1112641_20252_2_0,70.0,M
1141722_20252_2_0,64.0,F
1121152_20252_2_0,56.0,M
1126529_20252_2_0,61.0,F
1092378_20252_2_0,66.0,F
1130864_20252_2_0,56.0,F
1157207_20252_2_0,57.0,M
1052396_20252_2_0,59.0,M
1047808_20252_2_0,64.0,M
1058350_20252_2_0,70.0,F
1103624_20252_2_0,51.0,F
1047751_20252_2_0,65.0,F
1113719_20252_2_0,56.0,M
1047715_20252_2_0,53.0,M
1166360_20252_2_0,64.0,F
1065498_20252_2_0,75.0,M
1129909_20252_2_0,54.0,F
1153965_20252_2_0,68.0,M
1025833_20252_2_0,54.0,F
1042982_20252_2_0,60.0,M
1141654_20252_2_0,66.0,F
1013348_20252_2_0,68.0,F
1058256_20252_2_0,54.0,F
1114079_20252_2_0,65.0,F
1050978_20252_2_0,72.0,M
1068246_20252_2_0,60.0,F
1217968_20252_2_0,49.0,F
1044498_20252_2_0,70.0,M
1078733_20252_2_0,60.0,M
1189475_20252_2_0,62.0,F
1130334_20252_2_0,55.0,M
1071495_20252_2_0,59.0,F
1100045_20252_2_0,57.0,M
1181088_20252_2_0,50.0,M
1084094_20252_2_0,60.0,F
1053864_20252_2_0,63.0,F
1041326_20252_2_0,54.0,F
1214599_20252_2_0,54.0,F
1218954_20252_2_0,61.0,F
1027902_20252_2_0,56.0,F
1064056_20252_2_0,77.0,M
1218411_20252_2_0,60.0,M
1104946_20252_2_0,62.0,M
1188842_20252_2_0,58.0,M
1065291_20252_2_0,61.0,F
1163553_20252_2_0,68.0,F
1082954_20252_2_0,74.0,M
1105172_20252_2_0,63.0,F
1182224_20252_2_0,67.0,F
1189039_20252_2_0,54.0,F
1116122_20252_2_0,46.0,M
1107349_20252_2_0,65.0,F
1004495_20252_2_0,69.0,F
1111276_20252_2_0,67.0,M
1044362_20252_2_0,71.0,F
1177438_20252_2_0,74.0,F
1036605_20252_2_0,68.0,M
1209994_20252_2_0,76.0,M
1064267_20252_2_0,57.0,F
1032169_20252_2_0,49.0,M
1156576_20252_2_0,69.0,M
1108989_20252_2_0,76.0,M
1156493_20252_2_0,72.0,M
1010336_20252_2_0,73.0,M
1020941_20252_2_0,66.0,F
1031634_20252_2_0,70.0,M
1179110_20252_2_0,74.0,M
1002201_20252_2_0,57.0,M
1209582_20252_2_0,73.0,F
1024925_20252_2_0,53.0,M
1181841_20252_2_0,60.0,M
1057526_20252_2_0,51.0,F
1089508_20252_2_0,70.0,F
1106292_20252_2_0,55.0,F
1121866_20252_2_0,74.0,M
1037427_20252_2_0,76.0,M
1199698_20252_2_0,71.0,M
1072361_20252_2_0,69.0,F
1014582_20252_2_0,68.0,F
1103763_20252_2_0,66.0,M
1188680_20252_2_0,76.0,M
1173623_20252_2_0,49.0,F
1177820_20252_2_0,58.0,M
1122855_20252_2_0,61.0,F
1147000_20252_2_0,56.0,F
1012498_20252_2_0,52.0,M
1096621_20252_2_0,60.0,M
1182856_20252_2_0,62.0,F
1059070_20252_2_0,64.0,F
1019926_20252_2_0,70.0,F
1175539_20252_2_0,75.0,M
1145605_20252_2_0,62.0,F
1106685_20252_2_0,55.0,M
1088393_20252_2_0,71.0,F
1110622_20252_2_0,48.0,M
1074955_20252_2_0,52.0,F
1134044_20252_2_0,71.0,F
1120990_20252_2_0,56.0,F
1186291_20252_2_0,51.0,M
1018415_20252_2_0,73.0,F
1165155_20252_2_0,53.0,F
1196742_20252_2_0,69.0,M
1137387_20252_2_0,56.0,F
1128984_20252_2_0,58.0,F
1080861_20252_2_0,71.0,F
1218563_20252_2_0,62.0,M
1200703_20252_2_0,73.0,M
1009662_20252_2_0,68.0,F
1177716_20252_2_0,65.0,F
1055392_20252_2_0,55.0,F
1201763_20252_2_0,69.0,M
1003946_20252_2_0,71.0,F
1021219_20252_2_0,50.0,M
1093803_20252_2_0,54.0,F
1037617_20252_2_0,61.0,F
1011356_20252_2_0,66.0,F
1136994_20252_2_0,63.0,M
1045672_20252_2_0,68.0,M
1109451_20252_2_0,69.0,M
1111305_20252_2_0,63.0,F
1013991_20252_2_0,66.0,F
1012876_20252_2_0,70.0,F
1148344_20252_2_0,52.0,F
1153921_20252_2_0,61.0,M
1144178_20252_2_0,69.0,M
1220614_20252_2_0,63.0,F
1195598_20252_2_0,66.0,M
1129972_20252_2_0,75.0,M
1158497_20252_2_0,72.0,M
1163584_20252_2_0,59.0,F
1110645_20252_2_0,56.0,F
1183784_20252_2_0,68.0,M
1040578_20252_2_0,63.0,M
1167557_20252_2_0,59.0,F
1159655_20252_2_0,53.0,F
1191191_20252_2_0,54.0,M
1204176_20252_2_0,71.0,F
1200931_20252_2_0,73.0,M
1018203_20252_2_0,68.0,F
1001618_20252_2_0,64.0,M
1127407_20252_2_0,54.0,F
1021370_20252_2_0,67.0,F
1010237_20252_2_0,76.0,F
1195484_20252_2_0,55.0,M
1079912_20252_2_0,60.0,F
1047178_20252_2_0,67.0,F
1050051_20252_2_0,75.0,M
1004121_20252_2_0,64.0,F
1043640_20252_2_0,56.0,F
1141550_20252_2_0,69.0,F
1172123_20252_2_0,68.0,M
1006953_20252_2_0,59.0,F
1148229_20252_2_0,71.0,M
1067233_20252_2_0,62.0,M
1115047_20252_2_0,70.0,M
1181545_20252_2_0,59.0,M
1082047_20252_2_0,65.0,F
1037453_20252_2_0,60.0,F
1217379_20252_2_0,50.0,M
1094831_20252_2_0,62.0,M
1132728_20252_2_0,51.0,M
1164109_20252_2_0,74.0,F
1076041_20252_2_0,59.0,M
1045281_20252_2_0,56.0,M
1135498_20252_2_0,69.0,F
1040380_20252_2_0,70.0,F
1012022_20252_2_0,74.0,F
1053487_20252_2_0,66.0,F
1210385_20252_2_0,63.0,M
1156532_20252_2_0,62.0,F
1019806_20252_2_0,75.0,M
1121193_20252_2_0,50.0,M
1059383_20252_2_0,57.0,M
1083078_20252_2_0,66.0,F
1060180_20252_2_0,67.0,M
1062248_20252_2_0,74.0,M
1096426_20252_2_0,64.0,F
1216204_20252_2_0,54.0,F
1135719_20252_2_0,58.0,F
1023713_20252_2_0,66.0,F
1218866_20252_2_0,52.0,F
1152110_20252_2_0,66.0,F
1204605_20252_2_0,59.0,F
1206739_20252_2_0,73.0,F
1103486_20252_2_0,58.0,M
1203470_20252_2_0,73.0,F
1215284_20252_2_0,61.0,M
1143274_20252_2_0,57.0,F
1084784_20252_2_0,72.0,M
1201646_20252_2_0,55.0,F
1026071_20252_2_0,63.0,M
1051288_20252_2_0,67.0,M
1216955_20252_2_0,63.0,M
1198261_20252_2_0,60.0,F
1183753_20252_2_0,52.0,M
1192127_20252_2_0,65.0,M
1125897_20252_2_0,64.0,M
1189815_20252_2_0,57.0,M
1131796_20252_2_0,54.0,M
1032391_20252_2_0,68.0,M
1185496_20252_2_0,55.0,F
1090858_20252_2_0,71.0,F
1069620_20252_2_0,69.0,M
1218073_20252_2_0,57.0,F
1085864_20252_2_0,61.0,F
1064080_20252_2_0,51.0,M
1061205_20252_2_0,69.0,M
1009212_20252_2_0,70.0,M
1145934_20252_2_0,48.0,M
1108640_20252_2_0,57.0,M
1198305_20252_2_0,53.0,M
1148960_20252_2_0,66.0,M
1210921_20252_2_0,62.0,M
1166795_20252_2_0,66.0,F
1095037_20252_2_0,67.0,F
1164798_20252_2_0,74.0,M
1038871_20252_2_0,55.0,F
1083836_20252_2_0,57.0,F
1184559_20252_2_0,70.0,F
1091982_20252_2_0,68.0,M
1021973_20252_2_0,59.0,F
1042745_20252_2_0,60.0,M
1186209_20252_2_0,54.0,F
1177650_20252_2_0,70.0,M
1076567_20252_2_0,67.0,F
1023586_20252_2_0,76.0,M
1167258_20252_2_0,51.0,F
1048149_20252_2_0,65.0,M
1060958_20252_2_0,67.0,M
1000715_20252_2_0,74.0,F
1170243_20252_2_0,59.0,F
1106980_20252_2_0,66.0,M
1097000_20252_2_0,75.0,M
1069391_20252_2_0,52.0,M
1197668_20252_2_0,62.0,M
1222559_20252_2_0,70.0,M
1044724_20252_2_0,62.0,F
1218095_20252_2_0,68.0,M
1013538_20252_2_0,58.0,M
1201078_20252_2_0,61.0,F
1117009_20252_2_0,65.0,F
1045890_20252_2_0,61.0,F
1153607_20252_2_0,55.0,M
1047606_20252_2_0,61.0,M
1195906_20252_2_0,70.0,M
1109203_20252_2_0,54.0,F
1201090_20252_2_0,62.0,M
1168411_20252_2_0,55.0,M
1206919_20252_2_0,74.0,M
1132897_20252_2_0,59.0,M
1006308_20252_2_0,58.0,M
1129400_20252_2_0,61.0,F
1113457_20252_2_0,68.0,M
1094552_20252_2_0,75.0,M
1099755_20252_2_0,59.0,F
1197808_20252_2_0,71.0,M
1143748_20252_2_0,62.0,M
1054973_20252_2_0,65.0,F
1062462_20252_2_0,54.0,M
1176601_20252_2_0,71.0,M
1202481_20252_2_0,64.0,M
1199999_20252_2_0,62.0,F
1212555_20252_2_0,67.0,F
1090165_20252_2_0,77.0,F
1119570_20252_2_0,67.0,F
1034974_20252_2_0,72.0,F
1201340_20252_2_0,56.0,F
1108352_20252_2_0,77.0,F
1163891_20252_2_0,74.0,M
1096591_20252_2_0,67.0,M
1035227_20252_2_0,68.0,M
1186097_20252_2_0,49.0,F
1213061_20252_2_0,53.0,M
1117402_20252_2_0,62.0,F
1177662_20252_2_0,67.0,F
1048225_20252_2_0,51.0,F
1216375_20252_2_0,50.0,M
1146296_20252_2_0,74.0,M
1001639_20252_2_0,60.0,F
1150834_20252_2_0,66.0,M
1001456_20252_2_0,65.0,M
1169869_20252_2_0,52.0,M
1052565_20252_2_0,57.0,F
1048055_20252_2_0,54.0,M
1216154_20252_2_0,68.0,F
1138880_20252_2_0,62.0,F
1183328_20252_2_0,67.0,M
1180788_20252_2_0,52.0,F
1223572_20252_2_0,69.0,M
1058263_20252_2_0,71.0,M
1029848_20252_2_0,54.0,F
1039646_20252_2_0,73.0,M
1046947_20252_2_0,68.0,F
1047593_20252_2_0,66.0,F
1189837_20252_2_0,74.0,M
1138584_20252_2_0,54.0,F
1104174_20252_2_0,52.0,F
1025534_20252_2_0,55.0,M
1046260_20252_2_0,72.0,M
1147036_20252_2_0,70.0,F
1060334_20252_2_0,71.0,M
1061630_20252_2_0,49.0,M
1185797_20252_2_0,49.0,M
1074375_20252_2_0,56.0,F
1046613_20252_2_0,71.0,F
1055512_20252_2_0,67.0,F
1119941_20252_2_0,52.0,F
1184763_20252_2_0,57.0,F
1209150_20252_2_0,59.0,F
1148688_20252_2_0,52.0,F
1160676_20252_2_0,56.0,F
1051264_20252_2_0,74.0,M
1193885_20252_2_0,48.0,F
1206602_20252_2_0,68.0,M
1066776_20252_2_0,52.0,F
1034576_20252_2_0,62.0,F
1169495_20252_2_0,71.0,M
1155059_20252_2_0,70.0,M
1110477_20252_2_0,72.0,F
1205381_20252_2_0,52.0,F
1208241_20252_2_0,55.0,F
1176254_20252_2_0,57.0,F
1189071_20252_2_0,58.0,F
1126550_20252_2_0,63.0,M
1133633_20252_2_0,60.0,F
1017191_20252_2_0,61.0,M
1172498_20252_2_0,67.0,F
1147719_20252_2_0,48.0,F
1139262_20252_2_0,61.0,F
1039717_20252_2_0,50.0,M
1002164_20252_2_0,62.0,M
1023056_20252_2_0,61.0,F
1200778_20252_2_0,75.0,M
1015734_20252_2_0,69.0,M
1217994_20252_2_0,64.0,F
1121741_20252_2_0,73.0,F
1101484_20252_2_0,61.0,F
1185610_20252_2_0,52.0,F
1116247_20252_2_0,64.0,F
1002441_20252_2_0,61.0,M
1038086_20252_2_0,49.0,M
1091009_20252_2_0,62.0,M
1220326_20252_2_0,62.0,F
1124219_20252_2_0,50.0,M
1016902_20252_2_0,69.0,F
1151349_20252_2_0,68.0,M
1163201_20252_2_0,50.0,F
1120671_20252_2_0,77.0,F
1212085_20252_2_0,72.0,F
1160368_20252_2_0,55.0,F
1159482_20252_2_0,72.0,M
1203074_20252_2_0,68.0,M
1152338_20252_2_0,66.0,M
1184687_20252_2_0,55.0,M
1079131_20252_2_0,71.0,F
1037195_20252_2_0,66.0,F
1000519_20252_2_0,68.0,F
1047445_20252_2_0,73.0,F
1056341_20252_2_0,69.0,M
1004078_20252_2_0,50.0,F
1208018_20252_2_0,71.0,F
1018306_20252_2_0,68.0,M
1176182_20252_2_0,71.0,M
1103207_20252_2_0,72.0,F
1046349_20252_2_0,61.0,F
1191650_20252_2_0,66.0,F
1080642_20252_2_0,72.0,F
1063528_20252_2_0,64.0,F
1041843_20252_2_0,64.0,F
1206975_20252_2_0,66.0,F
1159177_20252_2_0,63.0,F
1001812_20252_2_0,62.0,F
1158850_20252_2_0,67.0,M
1208390_20252_2_0,48.0,F
1036597_20252_2_0,75.0,M
1197575_20252_2_0,70.0,F
1215668_20252_2_0,63.0,M
1042998_20252_2_0,55.0,F
1200219_20252_2_0,71.0,F
1185607_20252_2_0,53.0,F
1143754_20252_2_0,62.0,F
1202413_20252_2_0,61.0,F
1115794_20252_2_0,64.0,F
1167131_20252_2_0,70.0,M
1166967_20252_2_0,70.0,M
1120605_20252_2_0,57.0,M
1194209_20252_2_0,75.0,M
1056607_20252_2_0,50.0,F
1160745_20252_2_0,64.0,F
1086310_20252_2_0,64.0,M
1041401_20252_2_0,63.0,M
1043911_20252_2_0,68.0,F
1068365_20252_2_0,56.0,F
1151844_20252_2_0,65.0,M
1041390_20252_2_0,70.0,M
1013593_20252_2_0,58.0,F
1048414_20252_2_0,59.0,M
1182151_20252_2_0,73.0,M
1182817_20252_2_0,61.0,M
1220733_20252_2_0,52.0,F
1000239_20252_2_0,75.0,M
1082616_20252_2_0,68.0,F
1125937_20252_2_0,68.0,F
1099349_20252_2_0,69.0,F
1140104_20252_2_0,66.0,M
1207838_20252_2_0,65.0,F
1024839_20252_2_0,68.0,F
1048735_20252_2_0,50.0,F
1175061_20252_2_0,59.0,F
1158538_20252_2_0,61.0,F
1122315_20252_2_0,75.0,M
1132327_20252_2_0,73.0,M
1071414_20252_2_0,72.0,F
1162273_20252_2_0,64.0,M
1173057_20252_2_0,71.0,F
1067360_20252_2_0,53.0,M
1149423_20252_2_0,63.0,M
1086332_20252_2_0,61.0,F
1072668_20252_2_0,56.0,F
1215057_20252_2_0,62.0,M
1123673_20252_2_0,71.0,M
1097074_20252_2_0,65.0,F
1181750_20252_2_0,58.0,F
1126713_20252_2_0,59.0,F
1161235_20252_2_0,75.0,M
1146336_20252_2_0,61.0,F
1055486_20252_2_0,55.0,F
1149929_20252_2_0,71.0,M
1027791_20252_2_0,49.0,F
1052453_20252_2_0,48.0,F
1059928_20252_2_0,74.0,M
1148425_20252_2_0,59.0,M
1177446_20252_2_0,61.0,M
1011705_20252_2_0,59.0,F
1152417_20252_2_0,72.0,F
1095574_20252_2_0,57.0,F
1216352_20252_2_0,52.0,M
1011286_20252_2_0,66.0,M
1050823_20252_2_0,51.0,F
1087423_20252_2_0,68.0,F
1088558_20252_2_0,76.0,M
1035240_20252_2_0,64.0,F
1168827_20252_2_0,70.0,M
1063369_20252_2_0,67.0,F
1160451_20252_2_0,65.0,F
1132869_20252_2_0,68.0,F
1071248_20252_2_0,71.0,M
1092180_20252_2_0,65.0,F
1083034_20252_2_0,57.0,M
1026757_20252_2_0,73.0,M
1134595_20252_2_0,62.0,M
1073449_20252_2_0,62.0,M
1013376_20252_2_0,59.0,M
1051146_20252_2_0,66.0,F
1037842_20252_2_0,55.0,F
1170062_20252_2_0,63.0,F
1076262_20252_2_0,65.0,F
1220507_20252_2_0,67.0,M
1218397_20252_2_0,68.0,F
1043176_20252_2_0,53.0,F
1007296_20252_2_0,69.0,M
1186081_20252_2_0,56.0,M
1009721_20252_2_0,61.0,M
1074491_20252_2_0,51.0,F
1024101_20252_2_0,65.0,M
1102296_20252_2_0,70.0,M
1099357_20252_2_0,56.0,F
1026922_20252_2_0,56.0,F
1124844_20252_2_0,69.0,F
1197497_20252_2_0,66.0,F
1188364_20252_2_0,58.0,M
1094098_20252_2_0,57.0,F
1057753_20252_2_0,67.0,F
1156673_20252_2_0,64.0,F
1106383_20252_2_0,58.0,M
1178676_20252_2_0,56.0,M
1124931_20252_2_0,57.0,F
1140568_20252_2_0,71.0,F
1068872_20252_2_0,61.0,F
1172395_20252_2_0,75.0,M
1067338_20252_2_0,66.0,M
1015931_20252_2_0,71.0,M
1087518_20252_2_0,57.0,M
1050877_20252_2_0,49.0,F
1014024_20252_2_0,67.0,F
1095990_20252_2_0,64.0,F
1133397_20252_2_0,59.0,M
1206059_20252_2_0,57.0,M
1003247_20252_2_0,71.0,F
1067773_20252_2_0,71.0,M
1105900_20252_2_0,63.0,M
1001671_20252_2_0,75.0,F
1169327_20252_2_0,51.0,M
1219897_20252_2_0,55.0,M
1127273_20252_2_0,53.0,M
1003919_20252_2_0,68.0,F
1031626_20252_2_0,69.0,F
1066663_20252_2_0,67.0,M
1222210_20252_2_0,60.0,F
1193338_20252_2_0,61.0,M
1068962_20252_2_0,70.0,F
1027392_20252_2_0,66.0,M
1222090_20252_2_0,76.0,F
1001435_20252_2_0,75.0,F
1086944_20252_2_0,58.0,M
1039594_20252_2_0,75.0,M
1029588_20252_2_0,61.0,F
1171372_20252_2_0,65.0,M
1157869_20252_2_0,61.0,F
1141091_20252_2_0,66.0,F
1062055_20252_2_0,66.0,F
1012642_20252_2_0,62.0,F
1071506_20252_2_0,47.0,F
1080470_20252_2_0,64.0,M
1218759_20252_2_0,56.0,M
1159738_20252_2_0,53.0,M
1184486_20252_2_0,52.0,F
1075840_20252_2_0,48.0,M
1162849_20252_2_0,69.0,M
1115528_20252_2_0,66.0,M
1033553_20252_2_0,59.0,F
1033809_20252_2_0,56.0,M
1098865_20252_2_0,50.0,F
1214936_20252_2_0,59.0,F
1131383_20252_2_0,59.0,M
1149115_20252_2_0,61.0,F
1105798_20252_2_0,57.0,F
1056153_20252_2_0,61.0,F
1087188_20252_2_0,68.0,F
1093320_20252_2_0,72.0,F
1116993_20252_2_0,66.0,M
1136439_20252_2_0,70.0,M
1057363_20252_2_0,70.0,M
1074346_20252_2_0,60.0,F
1196835_20252_2_0,50.0,F
1103619_20252_2_0,60.0,M
1131376_20252_2_0,54.0,M
1216653_20252_2_0,74.0,F
1148975_20252_2_0,70.0,M
1039735_20252_2_0,49.0,M
1047469_20252_2_0,64.0,F
1075976_20252_2_0,54.0,F
1080787_20252_2_0,69.0,F
1049572_20252_2_0,47.0,M
1045985_20252_2_0,69.0,F
1120911_20252_2_0,62.0,F
1032425_20252_2_0,67.0,F
1121220_20252_2_0,65.0,F
1218535_20252_2_0,71.0,M
1160722_20252_2_0,64.0,F
1099600_20252_2_0,70.0,M
1180630_20252_2_0,69.0,M
1042838_20252_2_0,60.0,M
1039318_20252_2_0,66.0,F
1209985_20252_2_0,62.0,M
1060053_20252_2_0,63.0,M
1179708_20252_2_0,55.0,M
1022569_20252_2_0,67.0,F
1173142_20252_2_0,66.0,M
1206023_20252_2_0,61.0,F
1217663_20252_2_0,71.0,M
1025849_20252_2_0,52.0,F
1117774_20252_2_0,61.0,F
1010528_20252_2_0,77.0,F
1197284_20252_2_0,72.0,M
1209087_20252_2_0,67.0,F
1188484_20252_2_0,66.0,M
1040077_20252_2_0,65.0,M
1065097_20252_2_0,57.0,F
1144808_20252_2_0,65.0,M
1144065_20252_2_0,66.0,F
1197612_20252_2_0,61.0,F
1133193_20252_2_0,56.0,F
1042957_20252_2_0,51.0,M
